City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Lastoursville,GA,-0.8143,12.7287,71.1,97,100,0.69,overcast clouds
701,Flagstaff,US,35.1981,-111.6513,52.18,20,0,3.44,clear sky
702,Riachao,BR,-7.3619,-46.6172,73.62,72,84,3.06,broken clouds
703,Gazli,UZ,40.1333,63.45,80.62,17,4,8.21,clear sky
704,Palora,EC,-1.7,-77.9333,65.53,99,100,1.54,moderate rain
705,Comarapa,BO,-17.9,-64.4833,53.08,96,90,1.39,overcast clouds
706,Barinas,VE,8.6226,-70.2075,78.84,100,95,0.0,overcast clouds
707,Jieshi,CN,22.8134,115.8257,81.95,77,100,18.68,overcast clouds
708,Ranot,TH,7.7777,100.3213,82.67,71,100,2.1,overcast clouds
709,Acarau,BR,-2.8856,-40.12,78.19,83,100,7.7,overcast clouds
710,Nanortalik,GL,60.1432,-45.2371,37.54,88,82,4.14,broken clouds
